TOKENS;AI;GAMING;MEMES;top;Symbol;1h%;24h%;7d%;Volumen (24h) USD;Volumen (24h) Tokens;ACC. CIRCULACION;CAP. USD;Precio USD;Alameda Research;Arrington XRP Capital;Binance Labs;Blockchain Capital;CMS Holdings;Coinfund;DCG;DeFiance Capital;DWF Labs;eGirl Capital;Fabric Ventures;Fenbushi Capital;Multicoin Capital;Pantera Capital;Paradigm;Placeholder Ventures;Play_To_Earn;Polychain Capital;Three Arrows Capital;USV;BITCOIN;CARDANO;ETHERIUM;SOLANA;TRON;OTHER
Chimera;0;0;1;3310.0;CULT;-0.25;0.45;-39.68;209051.0;639694.0;5676573.0;1855098.0;0.3268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BORA;0;1;0;316.0;BORA;0.35;-0.66;-21.32;4645890.0;28600575.0;993750000.0;161549751.0;0.1622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Crypto Sports Network;0;1;0;2376.0;CSPN;0.01;0.07;-33.06;416.0;123729.0;2737526.0;9203.0;0.003362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Andy;0;0;1;2931.0;ANDY;-4.76;1.67;-59.79;522430.0;63935179.0;1000000000.0;8171238.0;0.008171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Playermon;0;1;0;1822.0;PYM;13.16;15.49;-23.96;22070.0;15047128.0;427072302.0;625191.0;0.001467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Danjuan Cat;0;0;1;5756.0;CAT;-1.47;8.05;-40.9;2625.0;284726087.0;97000000000.0;894386.0;9,04E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Pou;0;0;1;4061.0;POU;2.09;2.65;-28.82;55562.0;8183929.0;100000000.0;678917.0;0.006789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Wen;0;0;1;318.0;WEN;4.56;8.94;-20.03;32838292.0;150191764562.0;727716951329.0;160657726.0;0.0002186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Node AI;1;0;0;351.0;GPU;2.53;8.57;-2.72;2122917.0;1397029.0;90264133.0;139296794.0;1.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Biswap;0;1;0;703.0;BSW;0.44;2.29;-29.16;3211689.0;39722528.0;429951293.0;34787232.0;0.081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Fabwelt;0;1;0;1448.0;WELT;-0.49;-2.49;-18.02;285875.0;24470370.0;228991733.0;2676056.0;0.01168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Vulcan Forged (PYR);0;1;0;346.0;PYR;-0.08;0.75;-21.58;7243525.0;1485738.0;28100000.0;136622024.0;4.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MOBOX;0;1;0;438.0;MBOX;0.71;1.72;-26.43;14184874.0;46494922.0;312054490.0;95244595.0;0.3052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Moutai;0;0;1;2651.0;MOUTAI;1.08;1.38;-1.56;1697912.0;19878097.0;696833765.0;59520923.0;0.08542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Jeet;0;0;1;5335.0;JEET;1.67;7.09;-4.31;6537.0;49569315.0;1000000000.0;131880.0;0.0001318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GNY;1;0;0;1336.0;GNY;0.8;3.12;-30.68;112370.0;5409722.0;192376657.0;3996067.0;0.02077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PEPE (Ordinals);0;0;1;2653.0;PEPEBRC;0.71;1.85;47.6;1679555.0;2689327.0;42069000.0;26273190.0;0.6242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Genesis Worlds;0;1;0;2369.0;GENESIS;-71.95;-39.66;-95.22;64.0;964966.0;159435060.0;10638.0;6,67E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Trace Network Labs;1;0;0;3641.0;TRACE;-1.53;-6.37;-23.47;117516.0;26393180.0;86035489.0;383073.0;0.004452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Oggy Inu (ETH);0;0;1;1822.0;OGGY;0.3;-4.7;-18.32;19634.0;6347962752.0;201272222574.0;624120.0;3,09E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PORA AI;0;0;1;6290.0;PORA;0.0;-0.63;0.34;791.0;450743781.0;100000000000.0;175555.0;1,76E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Milady Wif Hat;0;0;1;2974.0;LADYF;1.62;6.64;-36.59;469378.0;20935508759.0;1000000000000.0;22420204.0;2.24e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Matrix AI Network;1;0;0;1000.0;MAN;1.15;-5.44;-11.52;204576.0;6830142.0;442153465.0;13286893.0;0.03005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
King of Legends;0;1;0;2571.0;KOL;0.24;-3.61;-9.84;3021980.0;57956450.0;265836704.0;13861326.0;0.05209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FaraLand;0;1;0;1857.0;FARA;-0.11;1.24;-15.77;26391.0;1118060.0;22928676.0;544227.0;0.0236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Solama;0;0;1;1024.0;SOLAMA;0.49;7.6;-18.51;507604.0;27719147.0;653868075.0;11998800.0;0.01835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Shibaverse;0;0;1;6096.0;VERSE;0.0;14.75;-6.03;1243.0;7518640.0;807000000.0;133451.0;0.0001654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Myra;0;0;1;3812.0;MYRA;2.01;9.24;-17.93;87568.0;38059886.0;999943988.0;2300665.0;0.002301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Dog Wif Nunchucks;0;0;1;3277.0;NINJA;0.23;-4.73;-16.44;225942.0;24503124.0;1000000000.0;9220942.0;0.009221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Harambe Coin;0;0;1;3851.0;HARAMBE;-0.03;-7.77;-31.6;80811.0;7154805758.0;1000000000000.0;11294609.0;1,13E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Render;1;0;0;34.0;RNDR;-0.19;4.21;0.17;260279038.0;32114923.0;384361224.0;3114860466.0;8.1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0
Baby Pepe Floki;0;0;1;6451.0;BPEPEF;0.02;268.34;-9.34;559.0;270197138.0;49000000000.0;101361.0;2,07E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HMM;0;0;1;3991.0;HMM;1.51;0.95;-29.66;62573.0;30974977.0;882992390.0;1783740.0;0.00202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Solpaka;0;0;1;5204.0;SOLPAKA;1.0;1.73;-17.29;8725.0;31409904.0;696894783.0;193577.0;0.0002778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
SOHOTRN;0;0;1;2075.0;SOHOT;-0.0;-5.61;31.88;4270.0;15871588.0;718196192.0;193220.0;0.000269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
THE BALKAN DWARF;0;0;1;3886.0;KEKEC;0.0;-1.71;-25.09;75322.0;580716989.0;39058005062.0;5066030.0;0.0001297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
dKargo;1;0;0;405.0;DKA;-0.97;-7.65;-15.88;5020940.0;167417414.0;3716250000.0;110913473.0;0.02992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TUCKER CARLSON;0;0;1;5475.0;TUCKER;0.0;8.39;-25.61;4774.0;463070604.0;79560000000.0;820218.0;1,03E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Metastrike;0;1;0;4070.0;MTS;0.45;-0.47;-24.81;55071.0;6711028.0;21736331.0;178370.0;0.008206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Selfie Cat;0;0;1;6689.0;SCAT;0.38;10.62;17.91;310.0;30601322.0;1000000000.0;10135.0;1,01E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
catwifbag;0;0;1;2555.0;BAG;0.1;48.84;-14.84;3549094.0;220505104.0;1000000000.0;16095291.0;0.0161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Mars Token;0;1;0;1804.0;MRST;-3.2;-14.54;-38.91;118233.0;62575918.0;357176725.0;679086.0;0.001889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Tiki;0;0;1;4680.0;TIKI;10.97;43.46;11.13;19551.0;2082462.0;100000000.0;938831.0;0.009388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BOOK OF DOGE MEMES;0;0;1;7033.0;BOMEDOGE;1.08;2.06;-12.59;141.0;1091948.0;764800000.0;99016.0;0.0001295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Banano;0;0;1;1086.0;BAN;-0.24;0.79;-16.04;18214.0;2982702.0;1568236722.0;9571978.0;0.006104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Retail Is Here;0;0;1;7625.0;RETAIL;0.0;-2.55;-53.23;27.0;893689.0;1000000000.0;30189.0;3,02E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FREN;0;0;1;4129.0;FREN;-3.57;-11.48;-43.95;49143.0;6103472512.0;420069000000.0;3382274.0;8,05E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Realm;0;1;0;3855.0;REALM;-0.64;-3.35;-10.2;80234.0;27584006.0;897722375.0;2611202.0;0.002909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Besa Gaming;0;1;0;5443.0;BESA;-0.15;13.05;-14.49;5062.0;41442951.0;1000000000.0;122140.0;0.0001221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Kabosu;0;0;1;6904.0;$KABOSU;-0.18;0.85;-46.35;188.0;7253707.0;10000000000.0;259014.0;2.59e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Keyboard Cat;0;0;1;2655.0;KEYCAT;2.16;8.25;-39.68;1664847.0;495370554.0;10000000000.0;33608112.0;0.003361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Choppy;0;0;1;4623.0;CHOPPY;0.0;-11.67;-27.12;21300.0;6615673516.0;100000000000.0;321965.0;3.22e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Bong - Bonk's Brother;0;0;1;5734.0;$BONG;0.49;2.89;-17.92;2708.0;2245723488.0;99989186093.0;120559.0;1,21E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
aiRight;1;0;0;1646.0;AIRI;0.07;3.12;-15.57;200539.0;39102084.0;256262565.0;1314561.0;0.005129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DeepBrain Chain;1;0;0;851.0;DBC;-0.6;0.23;-16.53;644695.0;164167201.0;5428952299.0;21346538.0;0.003932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BookOfBullrun;0;0;1;4079.0;BOOB;1.44;1.09;-67.07;54076.0;38886914.0;999999424.0;1390605.0;0.001391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
FarLaunch;0;0;1;5463.0;FAR;-0.14;35.55;16.31;4844.0;8667190.0;1000000000.0;558900.0;0.0005589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Blink Galaxy;0;1;0;1228.0;GQ;0.01;4.84;-16.05;2444299.0;2304212749.0;5933475330.0;6293915.0;0.001061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Solnic;0;0;1;4767.0;SOLNIC;1.11;-2.04;-1.7;17198.0;25736893.0;949902895.0;634765.0;0.0006677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bald;0;0;1;4650.0;BALD;0.38;3.57;-14.65;20505.0;735580.0;1000000000.0;27875996.0;0.02788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Colana;0;0;1;3860.0;COL;0.26;-0.06;-43.79;79718.0;13359544.0;100000000.0;596715.0;0.005968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Sinverse;0;1;0;1329.0;SIN;0.31;-8.31;-22.55;1109598.0;167505188.0;639944169.0;4243705.0;0.006624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Shark Cat;0;0;1;2463.0;SC;8.74;37.66;-6.95;17870167.0;157019600.0;989995185.0;112669876.0;0.1138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Openfabric AI;1;0;0;708.0;OFN;0.43;-4.28;43.42;2759721.0;4875908.0;61336459.0;34726570.0;0.5652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Sora;0;0;1;2532.0;SORA;0.8;-1.36;-14.18;5027556.0;1201083596.0;1000000000.0;4185850.0;0.004186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SafeMoon Inu;0;1;1;1691.0;SMI;0.0;2.76;-12.8;231.0;212385679.0;1000000000000.0;1089650.0;1.09e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
Long;0;0;1;6899.0;LONG;0.0;0.98;-9.59;190.0;470113.0;100000000.0;40478.0;0.0004048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Uranus (SOL);0;0;1;3314.0;ANUS;1.7;-2.88;-22.08;207074.0;249413793.0;9999384814.0;8301931.0;0.0008302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Magaiba;0;0;1;4607.0;MAGAIBA;-2.33;15.19;-32.67;21770.0;43699783.0;949953827.0;473245.0;0.0004956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
FUBAO;0;0;1;5712.0;FUBAO;0.71;-5.84;-91.85;2836.0;355428101.0;1000000000.0;7980.0;7.98e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Metacade;0;1;0;941.0;MCADE;-0.12;-1.89;-12.93;496004.0;42456977.0;1330753754.0;15549884.0;0.01168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
Gods Unchained;0;1;0;547.0;GODS;0.32;-1.52;-25.68;1035281.0;4821586.0;285416667.0;61164486.0;0.2145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
The Unfettered Ecosystem;0;1;0;1664.0;SOULS;-2.55;-0.16;-21.25;97712.0;21859410.0;275833817.0;1230786.0;0.004462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
Pepe Sora AI;0;0;1;6102.0;PEPESORA;-0.08;-1.49;-24.89;1219.0;16758630.0;600000000.0;43631.0;7,27E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Soul Society;0;1;0;3172.0;HON;-0.64;-1.57;-50.98;287861.0;64266751.0;32354706.0;144922.0;0.004479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HELLO Labs;0;1;0;772.0;HELLO;0.21;-0.09;-24.68;1538646.0;36012800.0;630523787.0;26991880.0;0.04281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
DOGEMOB;0;0;1;1659.0;DOGEMOB;-0.78;1.08;22.21;543011.0;214071873.0;499450092.0;1259354.0;0.002521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Purrcoin;0;0;1;5260.0;PURR;5.46;5.9;-30.59;7704.0;54237587.0;1000000000.0;142036.0;0.000142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Rich Of Memes;0;0;1;5474.0;ROME;0.78;-8.13;-73.96;4776.0;3393754.0;10000000.0;14073.0;0.001407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GigaChadGPT;0;0;1;5827.0;GIGA;0.17;-0.43;-19.38;2207.0;454268.0;100000000.0;485796.0;0.004858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Raze Network;1;0;0;2003.0;RAZE;0.01;4.23;-29.08;59648.0;26811676.0;118690910.0;264005.0;0.002225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Lumerin;1;0;0;706.0;LMR;0.3;10.55;-20.32;447914.0;7759267.0;606615000.0;35018407.0;0.05773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Toshi;0;0;1;335.0;TOSHI;0.11;-2.22;-41.29;2935723.0;8095586351.0;408069300000.0;148045968.0;0.0003626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Welsh Corgi;0;0;1;6380.0;$CORGI;0.54;3.16;-16.78;659.0;34399.0;1000000.0;19148.0;0.01915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ZynCoin;0;0;1;2794.0;ZYN;1.86;2.38;-48.54;896768.0;24700394.0;903820451.0;32813932.0;0.0364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Zuki Moba;0;1;0;2161.0;ZUKI;-0.0;4.97;-1.42;17834.0;5365670.0;36819022.0;122376.0;0.003324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
RoseWifHat;0;0;1;4292.0;ROSE;0.76;3.71;-46.53;35566.0;16711409154.0;69000000420.0;146848.0;2,13E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CHONKY;0;0;1;2834.0;CHONKY;-0.86;-10.67;-42.86;750044.0;25361913169.0;500000000000.0;14786821.0;2,94E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
AIT Protocol;1;0;0;672.0;AIT;1.12;-15.51;-12.36;1954090.0;5520286.0;111950233.0;39963481.0;0.3545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Taylor Swift's Cat BENJI;0;0;1;4551.0;BENJI;1.41;13.05;1.19;23677.0;31149914.0;999134766.0;759443.0;0.0007601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Leia;0;0;1;7009.0;LEIA;1.08;-15.14;-21.59;152.0;3437911.0;10000000000.0;441256.0;4.41e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TRUMP2024;0;0;1;7390.0;TRUMP2024;0.0;5.28;-82.36;56.0;1750728.0;180000000.0;5760.0;3.2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Lunar New Year;0;0;1;7207.0;LUNAR;-1.25;12.85;-12.85;95.0;4425184.0;1000000000.0;21506.0;2,15E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IQ Protocol;0;1;0;1564.0;IQT;-0.28;2.77;-10.99;487396.0;3005119.0;11061937.0;1793325.0;0.1621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Sonic The Goat;0;0;1;2659.0;GOAT;-3.68;-11.9;-8.19;1644104.0;84556695480.0;1000600349781.0;19455480.0;1,94E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
EPIK Prime;0;1;0;933.0;EPIK;-2.4;9.19;-0.91;626232.0;41490888.0;1053009615.0;15970467.0;0.01509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Welshcorgicoin;0;0;1;3128.0;WELSH;5.94;18.73;-2.5;316909.0;62783558.0;10000000000.0;50476407.0;0.005047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Coconut Chicken;0;0;1;1355.0;CCC;0.11;31.47;-3.81;207996.0;508288863.0;9339544772.0;3822895.0;0.0004093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Boshi;0;0;1;3862.0;BOSHI;0.24;16.29;88.15;79230.0;119834355.0;990000000.0;654554.0;0.0006629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Rain Coin;0;0;1;1181.0;RAIN;0.52;-0.38;-24.66;60238.0;8213.0;1000000.0;7323464.0;7.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FLOKI X;0;0;1;7190.0;FLOKIX;0.0;2.07;-11.54;99.0;22139.0;999942.0;4475.0;0.004475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Make America Based Again;0;0;1;4027.0;MABA;-2.03;7.15;3.8;59055.0;30694397.0;1000000000.0;1923980.0;0.001924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Games for a Living;0;1;0;578.0;GFAL;0.91;12.73;-19.76;1380435.0;51463399.0;2059277848.0;55392638.0;0.0269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Step Hero;0;1;0;2314.0;HERO;0.13;1.11;-13.45;26517.0;11862928.0;12951109.0;28930.0;0.002235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
MEOW;0;1;1;3615.0;MEOW;0.1;0.94;-24.12;122154.0;3892479.0;1469741551.0;46123628.0;0.03138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Johm lemmon;0;0;1;6470.0;JOHM;23.68;44.17;-96.71;541.0;10557905.0;9998819269.0;512355.0;5,12E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Medieval Empires;0;1;0;980.0;MEE;0.31;15.92;2.63;761945.0;30619377.0;559411443.0;13861128.0;0.02488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ZONE;0;1;0;4900.0;ZONE;1.59;-3.32;-26.75;14261.0;11993104.0;122154602.0;145255.0;0.001189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BakeryToken;0;1;0;511.0;BAKE;0.21;1.23;-33.35;18343498.0;76228808.0;289770512.0;69647503.0;0.2404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Cogito Finance;1;0;0;2933.0;CGV;0.99;-7.55;-31.25;521829.0;4681580.0;24251649.0;2703194.0;0.1116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Popcat (SOL);0;0;1;373.0;POPCAT;2.12;15.79;-37.49;19093256.0;149313524.0;979973185.0;126118883.0;0.1288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Ojamu;1;0;0;1837.0;OJA;-1.88;5.49;9.74;780.0;131220.0;99996080.0;594201.0;0.005942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Mist;0;1;0;1902.0;MIST;-0.03;10.63;-13.2;106495.0;13005794.0;56357088.0;460976.0;0.008188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Kimbo;0;0;1;961.0;KIMBO;0.59;-3.43;-32.32;2147122.0;10191775434.0;69420000000.0;14628194.0;0.0002106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Icon.X World;0;1;0;3358.0;ICNX;0.99;12.43;25.94;189315.0;226532.0;2550000.0;2131068.0;0.8389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Bork;0;0;1;2585.0;BORK;1.35;3.98;-31.25;2670544.0;10110270534.0;9999477761.0;2641279.0;0.0002641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Sentinel Bot Ai;0;0;1;4773.0;SNT;-0.93;-12.93;-26.16;17008.0;25841178.0;1000000000.0;658168.0;0.0006582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
